Goal Representation,Debug Result,Action,Add Info,LLM Answer,Plan
cdl_dataset/dataset/Prepare_dinner/g4.txt,k1,"missed actions: walk_executor(pot_2069);grab_executor(pot_2069);walk_executor(faucet_43);switchon_ex
ecutor(faucet_43);switchoff_executor(faucet_43);walk_executor(pot_2069);open_executor(pot_2069);walk
_executor(fridge_289);switchoff_executor(fridge_289);open_executor(fridge_289);walk_executor(food_ri
ce_2036);grab_executor(food_rice_2036);walk_executor(pot_2069);putin_executor(food_rice_2036, pot_20
69);walk_executor(stove_2065);put_executor(pot_2069, stove_2065);switchon_executor(stove_2065);",missed action num: 479,,
,,"exp(food_rice_2036, microwave_297)",Failed to find food_rice_2036 around microwave_297. ,,
cdl_dataset/dataset/Prepare_dinner/g4.txt,k1,"missed actions: walk_executor(pot_2069);grab_executor(pot_2069);walk_executor(faucet_43);switchon_ex
ecutor(faucet_43);switchoff_executor(faucet_43);walk_executor(pot_2069);open_executor(pot_2069);walk
_executor(fridge_289);switchoff_executor(fridge_289);open_executor(fridge_289);walk_executor(food_ri
ce_2036);grab_executor(food_rice_2036);walk_executor(pot_2069);putin_executor(food_rice_2036, pot_20
69);walk_executor(stove_2065);put_executor(pot_2069, stove_2065);switchon_executor(stove_2065);",missed action num: 479,,
,,,,,"(CrowControllerApplier<walk_executor(fridge_289)>, CrowControllerApplier<switchoff_executor(fridge_2
89)>, CrowControllerApplier<open_executor(fridge_289)>, CrowControllerApplier<exp(food_rice_2036, fr
idge_289)>, CrowControllerApplier<walk_executor(food_rice_2036)>, CrowControllerApplier<grab_executo
r(food_rice_2036)>, CrowControllerApplier<walk_executor(sink_42)>, CrowControllerApplier<putin_execu
tor(food_rice_2036, sink_42)>, CrowControllerApplier<walk_executor(faucet_43)>, CrowControllerApplie
r<switchon_executor(faucet_43)>, CrowControllerApplier<walk_executor(food_rice_2036)>, CrowControlle
rApplier<wash_executor(food_rice_2036)>, CrowControllerApplier<walk_executor(faucet_43)>, CrowContro
llerApplier<switchoff_executor(faucet_43)>, CrowControllerApplier<walk_executor(pot_2069)>, CrowCont
rollerApplier<open_executor(pot_2069)>, CrowControllerApplier<walk_executor(food_rice_2036)>, CrowCo
ntrollerApplier<grab_executor(food_rice_2036)>, CrowControllerApplier<walk_executor(pot_2069)>, Crow
ControllerApplier<putin_executor(food_rice_2036, pot_2069)>, CrowControllerApplier<grab_executor(pot
_2069)>, CrowControllerApplier<walk_executor(faucet_43)>, CrowControllerApplier<switchon_executor(fa
ucet_43)>, CrowControllerApplier<switchoff_executor(faucet_43)>, CrowControllerApplier<walk_executor
(stove_2065)>, CrowControllerApplier<put_executor(pot_2069, stove_2065)>, CrowControllerApplier<swit
chon_executor(stove_2065)>)"
,,walk_executor(fridge_289),"Find sauce_2078. Find food_steak_2008. Find food_apple_2009. Find food_bacon_2010. Find food_banana_
2011. Find food_bread_2012. Find food_cake_2013. Find food_carrot_2014. Find food_cereal_2015. Find 
food_cheese_2016. Find food_chicken_2017. Find food_dessert_2018. Find food_donut_2019. Find food_eg
g_2020. Find food_fish_2021. Find food_food_2022. Find food_fruit_2023. Find food_hamburger_2024. Fi
nd food_ice_cream_2025. Find food_jam_2026. Find food_kiwi_2027. Find food_lemon_2028. Find food_noo
dles_2029. Find food_oatmeal_2030. Find food_orange_2031. Find food_onion_2032. Find food_peanut_but
ter_2033. Find food_pizza_2034. Find food_potato_2035. Find food_rice_2036. Find food_salt_2037. Fin
d food_snack_2038. Find food_sugar_2039. Find food_turkey_2040. Find food_vegetable_2041. Find dry_p
asta_2042. Find milk_2043. Robot is inside dining_room_201. Robot is close sauce_2078. Robot is clos
e fridge_289. Robot is close floor_202. Robot is close floor_203. Robot is close food_steak_2008. Ro
bot is close food_apple_2009. Robot is close food_bacon_2010. Robot is close food_banana_2011. Robot
 is close food_bread_2012. Robot is close food_cake_2013. Robot is close food_carrot_2014. Robot is 
close food_cereal_2015. Robot is close food_cheese_2016. Robot is close food_chicken_2017. Robot is 
close food_dessert_2018. Robot is close food_donut_2019. Robot is close food_egg_2020. Robot is clos
e food_fish_2021. Robot is close food_food_2022. Robot is close food_fruit_2023. Robot is close food
_hamburger_2024. Robot is close food_ice_cream_2025. Robot is close food_jam_2026. Robot is close fo
od_kiwi_2027. Robot is close food_lemon_2028. Robot is close food_noodles_2029. Robot is close food_
oatmeal_2030. Robot is close food_orange_2031. Robot is close food_onion_2032. Robot is close food_p
eanut_butter_2033. Robot is close food_pizza_2034. Robot is close food_potato_2035. Robot is close f
ood_rice_2036. Robot is close food_salt_2037. Robot is close food_snack_2038. Robot is close food_su
gar_2039. Robot is close food_turkey_2040. Robot is close food_vegetable_2041. Robot is close dry_pa
sta_2042. Robot is close milk_2043. Robot is no longer close microwave_297.Robot is no longer close 
kitchen_counter_230.",,
cdl_dataset/dataset/Prepare_dinner/g4.txt,k1,"missed actions: walk_executor(pot_2069);grab_executor(pot_2069);walk_executor(faucet_43);switchon_ex
ecutor(faucet_43);switchoff_executor(faucet_43);walk_executor(pot_2069);open_executor(pot_2069);walk
_executor(fridge_289);switchoff_executor(fridge_289);open_executor(fridge_289);walk_executor(food_ri
ce_2036);grab_executor(food_rice_2036);walk_executor(pot_2069);putin_executor(food_rice_2036, pot_20
69);walk_executor(stove_2065);put_executor(pot_2069, stove_2065);switchon_executor(stove_2065);",missed action num: 479,,
,,switchoff_executor(fridge_289),"Find mat_22. Robot is inside dining_room_201. Robot is close sauce_2078. Robot is close fridge_289. 
Robot is close floor_202. Robot is close floor_203. Robot is close food_steak_2008. Robot is close f
ood_apple_2009. Robot is close food_bacon_2010. Robot is close food_banana_2011. Robot is close food
_bread_2012. Robot is close food_cake_2013. Robot is close food_carrot_2014. Robot is close food_cer
eal_2015. Robot is close food_cheese_2016. Robot is close food_chicken_2017. Robot is close food_des
sert_2018. Robot is close food_donut_2019. Robot is close food_egg_2020. Robot is close food_fish_20
21. Robot is close food_food_2022. Robot is close food_fruit_2023. Robot is close food_hamburger_202
4. Robot is close food_ice_cream_2025. Robot is close food_jam_2026. Robot is close food_kiwi_2027. 
Robot is close food_lemon_2028. Robot is close food_noodles_2029. Robot is close food_oatmeal_2030. 
Robot is close food_orange_2031. Robot is close food_onion_2032. Robot is close food_peanut_butter_2
033. Robot is close food_pizza_2034. Robot is close food_potato_2035. Robot is close food_rice_2036.
 Robot is close food_salt_2037. Robot is close food_snack_2038. Robot is close food_sugar_2039. Robo
t is close food_turkey_2040. Robot is close food_vegetable_2041. Robot is close dry_pasta_2042. Robo
t is close milk_2043. ",,
cdl_dataset/dataset/Prepare_dinner/g4.txt,k1,"missed actions: walk_executor(pot_2069);grab_executor(pot_2069);walk_executor(faucet_43);switchon_ex
ecutor(faucet_43);switchoff_executor(faucet_43);walk_executor(pot_2069);open_executor(pot_2069);walk
_executor(fridge_289);open_executor(fridge_289);walk_executor(food_rice_2036);grab_executor(food_ric
e_2036);walk_executor(pot_2069);putin_executor(food_rice_2036, pot_2069);walk_executor(stove_2065);p
ut_executor(pot_2069, stove_2065);switchon_executor(stove_2065);",missed action num: 448,,
,,open_executor(fridge_289),"Robot is inside dining_room_201. Robot is close sauce_2078. Robot is close fridge_289. Robot is clos
e floor_202. Robot is close floor_203. Robot is close food_steak_2008. Robot is close food_apple_200
9. Robot is close food_bacon_2010. Robot is close food_banana_2011. Robot is close food_bread_2012. 
Robot is close food_cake_2013. Robot is close food_carrot_2014. Robot is close food_cereal_2015. Rob
ot is close food_cheese_2016. Robot is close food_chicken_2017. Robot is close food_dessert_2018. Ro
bot is close food_donut_2019. Robot is close food_egg_2020. Robot is close food_fish_2021. Robot is 
close food_food_2022. Robot is close food_fruit_2023. Robot is close food_hamburger_2024. Robot is c
lose food_ice_cream_2025. Robot is close food_jam_2026. Robot is close food_kiwi_2027. Robot is clos
e food_lemon_2028. Robot is close food_noodles_2029. Robot is close food_oatmeal_2030. Robot is clos
e food_orange_2031. Robot is close food_onion_2032. Robot is close food_peanut_butter_2033. Robot is
 close food_pizza_2034. Robot is close food_potato_2035. Robot is close food_rice_2036. Robot is clo
se food_salt_2037. Robot is close food_snack_2038. Robot is close food_sugar_2039. Robot is close fo
od_turkey_2040. Robot is close food_vegetable_2041. Robot is close dry_pasta_2042. Robot is close mi
lk_2043. ",,
cdl_dataset/dataset/Prepare_dinner/g4.txt,k1,"missed actions: walk_executor(pot_2069);grab_executor(pot_2069);walk_executor(faucet_43);switchon_ex
ecutor(faucet_43);switchoff_executor(faucet_43);walk_executor(pot_2069);open_executor(pot_2069);walk
_executor(food_rice_2036);grab_executor(food_rice_2036);walk_executor(pot_2069);putin_executor(food_
rice_2036, pot_2069);walk_executor(stove_2065);put_executor(pot_2069, stove_2065);switchon_executor(
stove_2065);",missed action num: 396,,
,,"exp(food_rice_2036, fridge_289)",Find food_rice_2036. ,,
cdl_dataset/dataset/Prepare_dinner/g4.txt,k1,"missed actions: walk_executor(pot_2069);grab_executor(pot_2069);walk_executor(faucet_43);switchon_ex
ecutor(faucet_43);switchoff_executor(faucet_43);walk_executor(pot_2069);open_executor(pot_2069);walk
_executor(food_rice_2036);grab_executor(food_rice_2036);walk_executor(pot_2069);putin_executor(food_
rice_2036, pot_2069);walk_executor(stove_2065);put_executor(pot_2069, stove_2065);switchon_executor(
stove_2065);",missed action num: 396,,
,,walk_executor(food_rice_2036),"Robot is inside dining_room_201. Robot is close fridge_289. Robot is close food_rice_2036. Robot is 
no longer close sauce_2078.Robot is no longer close floor_202.Robot is no longer close floor_203.Rob
ot is no longer close food_steak_2008.Robot is no longer close food_apple_2009.Robot is no longer cl
ose food_bacon_2010.Robot is no longer close food_banana_2011.Robot is no longer close food_bread_20
12.Robot is no longer close food_cake_2013.Robot is no longer close food_carrot_2014.Robot is no lon
ger close food_cereal_2015.Robot is no longer close food_cheese_2016.Robot is no longer close food_c
hicken_2017.Robot is no longer close food_dessert_2018.Robot is no longer close food_donut_2019.Robo
t is no longer close food_egg_2020.Robot is no longer close food_fish_2021.Robot is no longer close 
food_food_2022.Robot is no longer close food_fruit_2023.Robot is no longer close food_hamburger_2024
.Robot is no longer close food_ice_cream_2025.Robot is no longer close food_jam_2026.Robot is no lon
ger close food_kiwi_2027.Robot is no longer close food_lemon_2028.Robot is no longer close food_nood
les_2029.Robot is no longer close food_oatmeal_2030.Robot is no longer close food_orange_2031.Robot 
is no longer close food_onion_2032.Robot is no longer close food_peanut_butter_2033.Robot is no long
er close food_pizza_2034.Robot is no longer close food_potato_2035.Robot is no longer close food_sal
t_2037.Robot is no longer close food_snack_2038.Robot is no longer close food_sugar_2039.Robot is no
 longer close food_turkey_2040.Robot is no longer close food_vegetable_2041.Robot is no longer close
 dry_pasta_2042.Robot is no longer close milk_2043.",,
cdl_dataset/dataset/Prepare_dinner/g4.txt,k1,"missed actions: walk_executor(pot_2069);grab_executor(pot_2069);walk_executor(faucet_43);switchon_ex
ecutor(faucet_43);switchoff_executor(faucet_43);walk_executor(pot_2069);open_executor(pot_2069);walk
_executor(food_rice_2036);grab_executor(food_rice_2036);walk_executor(pot_2069);putin_executor(food_
rice_2036, pot_2069);walk_executor(stove_2065);put_executor(pot_2069, stove_2065);switchon_executor(
stove_2065);",missed action num: 396,,
,,grab_executor(food_rice_2036),"Robot is inside dining_room_201. Robot is close fridge_289. Robot is close food_rice_2036. Grabbing 
food_rice_2036 by right hand. ",,
cdl_dataset/dataset/Prepare_dinner/g4.txt,k1,"missed actions: walk_executor(pot_2069);grab_executor(pot_2069);walk_executor(faucet_43);switchon_ex
ecutor(faucet_43);switchoff_executor(faucet_43);walk_executor(pot_2069);open_executor(pot_2069);puti
n_executor(food_rice_2036, pot_2069);walk_executor(stove_2065);put_executor(pot_2069, stove_2065);sw
itchon_executor(stove_2065);",missed action num: 312,,
,,walk_executor(sink_42),"Find cleaning_solution_2073. Find detergent_2084. Find towel_rack_31. Find soap_2053. Find basket_fo
r_clothes_2006. Find towel_rack_34. Find towel_rack_32. Robot is inside bathroom_1. Robot is close f
ood_rice_2036. Robot is close bathroom_counter_41. Robot is close sink_42. Robot is no longer inside
 dining_room_201.Robot is no longer close fridge_289.",,
cdl_dataset/dataset/Prepare_dinner/g4.txt,k1,"missed actions: walk_executor(pot_2069);grab_executor(pot_2069);walk_executor(faucet_43);switchon_ex
ecutor(faucet_43);switchoff_executor(faucet_43);walk_executor(pot_2069);open_executor(pot_2069);puti
n_executor(food_rice_2036, pot_2069);walk_executor(stove_2065);put_executor(pot_2069, stove_2065);sw
itchon_executor(stove_2065);",missed action num: 312,,
,,"putin_executor(food_rice_2036, sink_42)","Find drawing_176. Robot is inside bathroom_1. Robot is close food_rice_2036. Robot is close bathroom
_counter_41. Robot is close sink_42. food_rice_2036 released by right hand. ",,
cdl_dataset/dataset/Prepare_dinner/g4.txt,k1,"missed actions: walk_executor(pot_2069);grab_executor(pot_2069);walk_executor(faucet_43);switchon_ex
ecutor(faucet_43);switchoff_executor(faucet_43);walk_executor(pot_2069);open_executor(pot_2069);walk
_executor(food_rice_2036);grab_executor(food_rice_2036);walk_executor(pot_2069);putin_executor(food_
rice_2036, pot_2069);walk_executor(stove_2065);put_executor(pot_2069, stove_2065);switchon_executor(
stove_2065);",missed action num: 396,,
,,walk_executor(faucet_43),"Robot is inside bathroom_1. Robot is close bathroom_counter_41. Robot is close faucet_43. Robot is n
o longer close sink_42.Robot is no longer close food_rice_2036.",,
cdl_dataset/dataset/Prepare_dinner/g4.txt,k1,"missed actions: walk_executor(pot_2069);grab_executor(pot_2069);walk_executor(faucet_43);switchon_ex
ecutor(faucet_43);switchoff_executor(faucet_43);walk_executor(pot_2069);open_executor(pot_2069);walk
_executor(food_rice_2036);grab_executor(food_rice_2036);walk_executor(pot_2069);putin_executor(food_
rice_2036, pot_2069);walk_executor(stove_2065);put_executor(pot_2069, stove_2065);switchon_executor(
stove_2065);",missed action num: 396,,
,,switchon_executor(faucet_43),Robot is inside bathroom_1. Robot is close bathroom_counter_41. Robot is close faucet_43. ,,
cdl_dataset/dataset/Prepare_dinner/g4.txt,k1,"missed actions: walk_executor(pot_2069);grab_executor(pot_2069);walk_executor(faucet_43);switchoff_e
xecutor(faucet_43);walk_executor(pot_2069);open_executor(pot_2069);walk_executor(food_rice_2036);gra
b_executor(food_rice_2036);walk_executor(pot_2069);putin_executor(food_rice_2036, pot_2069);walk_exe
cutor(stove_2065);put_executor(pot_2069, stove_2065);switchon_executor(stove_2065);",missed action num: 367,,
,,walk_executor(food_rice_2036),"Robot is inside dining_room_201. Robot is close sink_42. Robot is close food_rice_2036. Robot is no 
longer inside bathroom_1.Robot is no longer close bathroom_counter_41.Robot is no longer close fauce
t_43.",,
cdl_dataset/dataset/Prepare_dinner/g4.txt,k1,"missed actions: walk_executor(pot_2069);grab_executor(pot_2069);walk_executor(faucet_43);switchoff_e
xecutor(faucet_43);walk_executor(pot_2069);open_executor(pot_2069);walk_executor(food_rice_2036);gra
b_executor(food_rice_2036);walk_executor(pot_2069);putin_executor(food_rice_2036, pot_2069);walk_exe
cutor(stove_2065);put_executor(pot_2069, stove_2065);switchon_executor(stove_2065);",missed action num: 367,,
,,wash_executor(food_rice_2036),Robot is inside dining_room_201. Robot is close sink_42. Robot is close food_rice_2036. ,,
cdl_dataset/dataset/Prepare_dinner/g4.txt,k1,"missed actions: walk_executor(pot_2069);grab_executor(pot_2069);walk_executor(faucet_43);switchoff_e
xecutor(faucet_43);walk_executor(pot_2069);open_executor(pot_2069);walk_executor(food_rice_2036);gra
b_executor(food_rice_2036);walk_executor(pot_2069);putin_executor(food_rice_2036, pot_2069);walk_exe
cutor(stove_2065);put_executor(pot_2069, stove_2065);switchon_executor(stove_2065);",missed action num: 367,,
,,walk_executor(faucet_43),"Robot is inside bathroom_1. Robot is close bathroom_counter_41. Robot is close faucet_43. Robot is n
o longer inside dining_room_201.Robot is no longer close sink_42.Robot is no longer close food_rice_
2036.",,
cdl_dataset/dataset/Prepare_dinner/g4.txt,k1,"missed actions: walk_executor(pot_2069);grab_executor(pot_2069);walk_executor(faucet_43);switchoff_e
xecutor(faucet_43);walk_executor(pot_2069);open_executor(pot_2069);walk_executor(food_rice_2036);gra
b_executor(food_rice_2036);walk_executor(pot_2069);putin_executor(food_rice_2036, pot_2069);walk_exe
cutor(stove_2065);put_executor(pot_2069, stove_2065);switchon_executor(stove_2065);",missed action num: 367,,
,,switchoff_executor(faucet_43),Robot is inside bathroom_1. Robot is close bathroom_counter_41. Robot is close faucet_43. ,,
cdl_dataset/dataset/Prepare_dinner/g4.txt,k1,"missed actions: walk_executor(pot_2069);grab_executor(pot_2069);walk_executor(faucet_43);switchon_ex
ecutor(faucet_43);switchoff_executor(faucet_43);walk_executor(pot_2069);open_executor(pot_2069);walk
_executor(food_rice_2036);grab_executor(food_rice_2036);walk_executor(pot_2069);putin_executor(food_
rice_2036, pot_2069);walk_executor(stove_2065);put_executor(pot_2069, stove_2065);switchon_executor(
stove_2065);",missed action num: 396,,
,,walk_executor(pot_2069),"Robot is inside dining_room_201. Robot is close pot_2069. Robot is close kitchen_counter_230. Robot 
is no longer inside bathroom_1.Robot is no longer close bathroom_counter_41.Robot is no longer close
 faucet_43.",,
cdl_dataset/dataset/Prepare_dinner/g4.txt,k1,"missed actions: grab_executor(pot_2069);walk_executor(faucet_43);switchon_executor(faucet_43);switch
off_executor(faucet_43);walk_executor(pot_2069);open_executor(pot_2069);walk_executor(food_rice_2036
);grab_executor(food_rice_2036);walk_executor(pot_2069);putin_executor(food_rice_2036, pot_2069);wal
k_executor(stove_2065);put_executor(pot_2069, stove_2065);switchon_executor(stove_2065);",missed action num: 372,,
